CIF,Formula,Structure Type,tcsp_center_label,tcsp_center,tcsp_prism_formula,tcsp_caps_formula,tctp_1_center,tctp_1_count,tctp_1_prism_formula,tctp_1_cap_formula,tctp_2_center,tctp_2_count,tctp_2_prism_formula,tctp_2_cap_formula,tctp_3_center,tctp_3_count,tctp_3_prism_formula,tctp_3_cap_formula
1934028.cif,CdGe2Yb2,"Mo2FeB2,tP10,127",Cd,Cd,Yb8,Ge4,Ge,4,Yb6,Cd2Ge,,,,,,,,
1225490.cif,Ge2Ho2Mg,"Mo2FeB2,tP10,127",Mg,Mg,Ho8,Ge4,Ge,4,Ho6,Mg2Ge,,,,,,,,
1217902.cif,CdDy2Pd2,"Mo2FeB2,tP10,127",Cd,Cd,Dy8,Pd4,Pd,4,Dy6,Cd2Pd,,,,,,,,
1409761.cif,InNi2Pu2,"Mo2FeB2,tP10,127",In,In,Pu8,Ni4,Ni,4,Pu6,In2Ni,,,,,,,,
1232094.cif,InNi2Np2,"Mo2FeB2,tP10,127",In,In,Np8,Ni4,Ni,4,Np6,In2Ni,,,,,,,,
1934020.cif,CdGe2Nd2,"Mo2FeB2,tP10,127",Cd,Cd,Nd8,Ge4,Ge,4,Nd6,Cd2Ge,,,,,,,,
1606186.cif,Pd2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Pd4,Pd,4,U6,Sn2Pd,,,,,,,,
1630214.cif,Pd2SnYb2,"Mo2FeB2,tP10,127",Sn,Sn,Yb8,Pd4,Pd,4,Yb6,Sn2Pd,,,,,,,,
1606182.cif,InPt2U2,"Mo2FeB2,tP10,127",In,In,U8,Pt4,Pt,4,U6,In2Pt,,,,,,,,
1120464.cif,PbPd2Sm2,"Mo2FeB2,tP10,127",Pb,Pb,Sm8,Pd4,Pd,4,Sm6,Pb2Pd,,,,,,,,
1225493.cif,Ge2Lu2Mg,"Mo2FeB2,tP10,127",Mg,Mg,Lu8,Ge4,Ge,4,Lu6,Mg2Ge,,,,,,,,
1415454.cif,CdCe2Pd2,"Mo2FeB2,tP10,127",Cd,Cd,Ce8,Pd4,Pd,4,Ce6,Cd2Pd,,,,,,,,
1233598.cif,Ni2SnZr2,"Mo2FeB2,tP10,127",Sn,Sn,Zr8,Ni4,Ni,4,Zr6,Sn2Ni,,,,,,,,
1232087.cif,Co2InU2,"Mo2FeB2,tP10,127",In,In,U8,Co4,Co,4,U6,In2Co,,,,,,,,
1803474.cif,InPd2Tb2,"Mo2FeB2,tP10,127",In,In,Tb8,Pd4,Pd,4,Tb6,In2Pd,,,,,,,,
1146035.cif,MgNd2Ni2,"Mo2FeB2,tP10,127",Mg,Mg,Nd8,Ni4,Ni,4,Nd6,Mg2Ni,,,,,,,,
1906703.cif,Ge2InNd2,"Mo2FeB2,tP10,127",In,In,Nd8,Ge4,Ge,4,Nd6,In2Ge,,,,,,,,
1606177.cif,Co2InU2,"Mo2FeB2,tP10,127",In,In,U8,Co4,Co,4,U6,In2Co,,,,,,,,
1810515.cif,InNi2Sc2,"Mo2FeB2,tP10,127",In,In,Sc8,Ni4,Ni,4,Sc6,In2Ni,,,,,,,,
1022363.cif,Ni2SnTm2,"Mo2FeB2,tP10,127",Sn,Sn,Tm8,Ni4,Ni,4,Tm6,Sn2Ni,,,,,,,,
1232097.cif,InNp2Pt2,"Mo2FeB2,tP10,127",In,In,Np8,Pt4,Pt,4,Np6,In2Pt,,,,,,,,
1904237.cif,Au2Ca2Pb,"Mo2FeB2,tP10,127",Pb,Pb,Ca8,Au4,Au,4,Ca6,Pb2Au,,,,,,,,
1815254.cif,Ce2Ge2In,"Mo2FeB2,tP10,127",In,In,Ce8,Ge4,Ge,4,Ce6,In2Ge,,,,,,,,
1803480.cif,InLu2Pd2,"Mo2FeB2,tP10,127",In,In,Lu8,Pd4,Pd,4,Lu6,In2Pd,,,,,,,,
1819254.cif,Co2InU2,"Mo2FeB2,tP10,127",In,In,U8,Co4,Co,4,U6,In2Co,,,,,,,,
1703534.cif,La2MgNi2,"Mo2FeB2,tP10,127",Mg,Mg,La8,Ni4,Ni,4,La6,Mg2Ni,,,,,,,,
1320700.cif,Ce2Ge2Mg,"Mo2FeB2,tP10,127",Mg,Mg,Ce8,Ge4,Ge,4,Ce6,Mg2Ge,,,,,,,,
1606157.cif,Pd2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Pd4,Pd,4,U6,Sn2Pd,,,,,,,,
1120459.cif,PbPd2Y2,"Mo2FeB2,tP10,127",Pb,Pb,Y8,Pd4,Pd,4,Y6,Pb2Pd,,,,,,,,
1020186.cif,InPd2Pr2,"Mo2FeB2,tP10,127",In,In,Pr8,Pd4,Pd,4,Pr6,In2Pd,,,,,,,,
1803471.cif,InNd2Pd2,"Mo2FeB2,tP10,127",In,In,Nd8,Pd4,Pd,4,Nd6,In2Pd,,,,,,,,
1522787.cif,CdNd2Pd2,"Mo2FeB2,tP10,127",Cd,Cd,Nd8,Pd4,Pd,4,Nd6,Cd2Pd,,,,,,,,
1803470.cif,InPd2Pr2,"Mo2FeB2,tP10,127",In,In,Pr8,Pd4,Pd,4,Pr6,In2Pd,,,,,,,,
1120467.cif,Dy2PbPd2,"Mo2FeB2,tP10,127",Pb,Pb,Dy8,Pd4,Pd,4,Dy6,Pb2Pd,,,,,,,,
1614968.cif,Hf2Ni2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Hf8,Ni4,Ni,4,Hf6,Sn2Ni,,,,,,,,
1907483.cif,Au2InYb2,"Mo2FeB2,tP10,127",In1,In,Yb8,Au4,Au,4,Yb6,In2Au,,,,,,,,
1236264.cif,Ce2Ge2In,"Mo2FeB2,tP10,127",In1,In,Ce8,Ge4,Ge,4,Ce6,In2Ge,,,,,,,,
536108.cif,Cu2Dy2In,"Mo2FeB2,tP10,127",In1,In,Dy8,Cu4,Cu,4,Dy6,In2Cu,,,,,,,,
1012423.cif,Ge2InPr2,"Mo2FeB2,tP10,127",In1,In,Pr8,Ge4,Ge,4,Pr6,In2Ge,,,,,,,,
1522789.cif,CdLa2Pd2,"Mo2FeB2,tP10,127",Cd1,Cd,La8,Pd4,Pd,4,La6,Cd2Pd,,,,,,,,
1012650.cif,La2MgNi2,"Mo2FeB2,tP10,127",Mg1,Mg,La8,Ni4,Ni,4,La6,Mg2Ni,,,,,,,,
1144279.cif,Ce2InNi2,"Mo2FeB2,tP10,127",In1,In,Ce8,Ni4,Ni,4,Ce6,In2Ni,,,,,,,,
1013497.cif,Ce2Pd2Sn,"Mo2FeB2,tP10,127",Sn1,Sn,Ce8,Pd4,Pd,4,Ce6,Sn2Pd,,,,,,,,
536107.cif,Cu2InTb2,"Mo2FeB2,tP10,127",In1,In,Tb8,Cu4,Cu,4,Tb6,In2Cu,,,,,,,,
1810612.cif,Au2CdLa2,"Mo2FeB2,tP10,127",Cd1,Cd,La8,Au4,Au,4,La6,Cd2Au,,,,,,,,
1234129.cif,Cu2Gd2In,"Mo2FeB2,tP10,127",In1,In,Gd8,Cu4,Cu,4,Gd6,In2Cu,,,,,,,,
1236268.cif,Ge2InNd2,"Mo2FeB2,tP10,127",In1,In,Nd8,Ge4,Ge,4,Nd6,In2Ge,,,,,,,,
1415457.cif,Ce2PbPt2,"Mo2FeB2,tP10,127",Pb1,Pb,Ce8,Pt4,Pt,4,Ce6,Pb2Pt,,,,,,,,
1818094.cif,Cu2InTm2,"Mo2FeB2,tP10,127",In1,In,Tm8,Cu4,Cu,4,Tm6,In2Cu,,,,,,,,
1818858.cif,Au2InPr2,"Mo2FeB2,tP10,127",In1,In,Pr8,Au4,Au,4,Pr6,In2Au,,,,,,,,
1634615.cif,PbPt2Tb2,"Mo2FeB2,tP10,127",Pb1,Pb,Tb8,Pt4,Pt,4,Tb6,Pb2Pt,,,,,,,,
1231068.cif,InPd2Y2,"Mo2FeB2,tP10,127",In1,In,Y8,Pd4,Pd,4,Y6,In2Pd,,,,,,,,
1941433.cif,MgNi2Sm2,"Mo2FeB2,tP10,127",Mg1,Mg,Sm8,Ni4,Ni,4,Sm6,Mg2Ni,,,,,,,,
1634617.cif,Ho2PbPt2,"Mo2FeB2,tP10,127",Pb1,Pb,Ho8,Pt4,Pt,4,Ho6,Pb2Pt,,,,,,,,
1717221.cif,Ge2InNd2,"Mo2FeB2,tP10,127",In1,In,Nd8,Ge4,Ge,4,Nd6,In2Ge,,,,,,,,
1810613.cif,Au2CdPr2,"Mo2FeB2,tP10,127",Cd1,Cd,Pr8,Au4,Au,4,Pr6,Cd2Au,,,,,,,,
1231064.cif,Ho2InPd2,"Mo2FeB2,tP10,127",In1,In,Ho8,Pd4,Pd,4,Ho6,In2Pd,,,,,,,,
536102.cif,InNi2Pr2,"Mo2FeB2,tP10,127",In1,In,Pr8,Ni4,Ni,4,Pr6,In2Ni,,,,,,,,
1521054.cif,La2MgSi2,"Mo2FeB2,tP10,127",Mg1,Mg,La8,Si4,Si,4,La6,Mg2Si,,,,,,,,
1521064.cif,Lu2MgSi2,"Mo2FeB2,tP10,127",Mg1,Mg,Lu8,Si4,Si,4,Lu6,Mg2Si,,,,,,,,
1320695.cif,Ge2MgY2,"Mo2FeB2,tP10,127",Mg1,Mg,Y8,Ge4,Ge,4,Y6,Mg2Ge,,,,,,,,
1818046.cif,La2ScSi2,"Mo2FeB2,tP10,127",Sc1,Sc,La8,Si4,Si,4,La6,Sc2Si,,,,,,,,
1907502.cif,MgPd2Y2,"Mo2FeB2,tP10,127",Mg1,Mg,Y8,Pd4,Pd,4,Y6,Mg2Pd,,,,,,,,
1320697.cif,Ge2MgSm2,"Mo2FeB2,tP10,127",Mg1,Mg,Sm8,Ge4,Ge,4,Sm6,Mg2Ge,,,,,,,,
1234131.cif,Cu2Dy2In,"Mo2FeB2,tP10,127",In1,In,Dy8,Cu4,Cu,4,Dy6,In2Cu,,,,,,,,
1320699.cif,Ge2MgTb2,"Mo2FeB2,tP10,127",Mg1,Mg,Tb8,Ge4,Ge,4,Tb6,Mg2Ge,,,,,,,,
1340241.cif,Er2Ni2Sn,"Mo2FeB2,tP10,127",Sn1,Sn,Er8,Ni4,Ni,4,Er6,Sn2Ni,,,,,,,,
1340231.cif,Ho2Ni2Sn,"Mo2FeB2,tP10,127",Sn1,Sn,Ho8,Ni4,Ni,4,Ho6,Sn2Ni,,,,,,,,
1833647.cif,InNd2Pd2,"Mo2FeB2,tP10,127",In1,In,Nd8,Pd4,Pd,4,Nd6,In2Pd,,,,,,,,
1415466.cif,Cu2Gd2Mg,"Mo2FeB2,tP10,127",Mg1,Mg,Gd8,Cu4,Cu,4,Gd6,Mg2Cu,,,,,,,,
1703537.cif,MgNi2Sm2,"Mo2FeB2,tP10,127",Mg1,Mg,Sm8,Ni4,Ni,4,Sm6,Mg2Ni,,,,,,,,
1818861.cif,Au2Gd2In,"Mo2FeB2,tP10,127",In1,In,Gd8,Au4,Au,4,Gd6,In2Au,,,,,,,,
1222339.cif,CdCu2Tb2,"Mo2FeB2,tP10,127",Cd1,Cd,Tb8,Cu4,Cu,4,Tb6,Cd2Cu,,,,,,,,
1818865.cif,Au2Er2In,"Mo2FeB2,tP10,127",In1,In,Er8,Au4,Au,4,Er6,In2Au,,,,,,,,
1231099.cif,InNd2Rh2,"Mo2FeB2,tP10,127",In1,In,Nd8,Rh4,Rh,4,Nd6,In2Rh,,,,,,,,
1232099.cif,Ni2SnU2,"Mo2FeB2,tP10,127",Sn1,Sn,U8,Ni4,Ni,4,U6,Sn2Ni,,,,,,,,
1236266.cif,Ge2InPr2,"Mo2FeB2,tP10,127",In1,In,Pr8,Ge4,Ge,4,Pr6,In2Ge,,,,,,,,
1234128.cif,Cu2InY2,"Mo2FeB2,tP10,127",In1,In,Y8,Cu4,Cu,4,Y6,In2Cu,,,,,,,,
1634613.cif,PbPt2Sm2,"Mo2FeB2,tP10,127",Pb1,Pb,Sm8,Pt4,Pt,4,Sm6,Pb2Pt,,,,,,,,
1231062.cif,InPd2Tb2,"Mo2FeB2,tP10,127",In1,In,Tb8,Pd4,Pd,4,Tb6,In2Pd,,,,,,,,
1810615.cif,Au2CdNd2,"Mo2FeB2,tP10,127",Cd1,Cd,Nd8,Au4,Au,4,Nd6,Cd2Au,,,,,,,,
1231063.cif,Dy2InPd2,"Mo2FeB2,tP10,127",In1,In,Dy8,Pd4,Pd,4,Dy6,In2Pd,,,,,,,,
1629330.cif,Cu2MgY2,"Mo2FeB2,tP10,127",Mg1,Mg,Y8,Cu4,Cu,4,Y6,Mg2Cu,,,,,,,,
1232125.cif,Rh2SnU2,"Mo2FeB2,tP10,127",Sn1,Sn,U8,Rh4,Rh,4,U6,Sn2Rh,,,,,,,,
1709264.cif,Cu2InTb2,"Mo2FeB2,tP10,127",In1,In,Tb8,Cu4,Cu,4,Tb6,In2Cu,,,,,,,,
1006663.cif,B2MoNb2,"Mo2FeB2,tP10,127",Mo1,Mo,Nb8,B4,B,4,Nb6,Mo2B,,,,,,,,
1606174.cif,Ce2InPt2,"Mo2FeB2,tP10,127",In1,In,Ce8,Pt4,Pt,4,Ce6,In2Pt,,,,,,,,
1522788.cif,CdCe2Pd2,"Mo2FeB2,tP10,127",Cd1,Cd,Ce8,Pd4,Pd,4,Ce6,Cd2Pd,,,,,,,,
1233885.cif,Nd2ScSi2,"Mo2FeB2,tP10,127",Sc1,Sc,Nd8,Si4,Si,4,Nd6,Sc2Si,,,,,,,,
1006742.cif,ScSi2Sm2,"Mo2FeB2,tP10,127",Sc1,Sc,Sm8,Si4,Si,4,Sm6,Sc2Si,,,,,,,,
536104.cif,Cu2InNd2,"Mo2FeB2,tP10,127",In1,In,Nd8,Cu4,Cu,4,Nd6,In2Cu,,,,,,,,
1216142.cif,Cu2La2Mg,"Mo2FeB2,tP10,127",Mg1,Mg,La8,Cu4,Cu,4,La6,Mg2Cu,,,,,,,,
1232126.cif,Pd2SnU2,"Mo2FeB2,tP10,127",Sn1,Sn,U8,Pd4,Pd,4,U6,Sn2Pd,,,,,,,,
1606149.cif,Rh2SnU2,"Mo2FeB2,tP10,127",Sn1,Sn,U8,Rh4,Rh,4,U6,Sn2Rh,,,,,,,,
1415463.cif,Ce2Cu2Mg,"Mo2FeB2,tP10,127",Mg1,Mg,Ce8,Cu4,Cu,4,Ce6,Mg2Cu,,,,,,,,
1231076.cif,InPt2Tb2,"Mo2FeB2,tP10,127",In1,In,Tb8,Pt4,Pt,4,Tb6,In2Pt,,,,,,,,
1634619.cif,PbPt2Tm2,"Mo2FeB2,tP10,127",Pb1,Pb,Tm8,Pt4,Pt,4,Tm6,Pb2Pt,,,,,,,,
1833652.cif,Er2InPd2,"Mo2FeB2,tP10,127",In1,In,Er8,Pd4,Pd,4,Er6,In2Pd,,,,,,,,
1818050.cif,Pr2ScSi2,"Mo2FeB2,tP10,127",Sc1,Sc,Pr8,Si4,Si,4,Pr6,Sc2Si,,,,,,,,
1606151.cif,Ir2SnU2,"Mo2FeB2,tP10,127",Sn1,Sn,U8,Ir4,Ir,4,U6,Sn2Ir,,,,,,,,
1703541.cif,Ho2MgNi2,"Mo2FeB2,tP10,127",Mg1,Mg,Ho8,Ni4,Ni,4,Ho6,Mg2Ni,,,,,,,,
1232123.cif,Ni2SnU2,"Mo2FeB2,tP10,127",Sn1,Sn,U8,Ni4,Ni,4,U6,Sn2Ni,,,,,,,,
1929292.cif,InNi2Pr2,"Mo2FeB2,tP10,127",In1,In,Pr8,Ni4,Ni,4,Pr6,In2Ni,,,,,,,,
1217904.cif,CdEr2Pd2,"Mo2FeB2,tP10,127",Cd1,Cd,Er8,Pd4,Pd,4,Er6,Cd2Pd,,,,,,,,
1021913.cif,Ru2SnU2,"Mo2FeB2,tP10,127",Sn1,Sn,U8,Ru4,Ru,4,U6,Sn2Ru,,,,,,,,
1634614.cif,Gd2PbPt2,"Mo2FeB2,tP10,127",Pb1,Pb,Gd8,Pt4,Pt,4,Gd6,Pb2Pt,,,,,,,,
536120.cif,Cu2InLu2,"Mo2FeB2,tP10,127",In1,In,Lu8,Cu4,Cu,4,Lu6,In2Cu,,,,,,,,
1930289.cif,Ce2InNi2,"Mo2FeB2,tP10,127",In1,In,Ce8,Ni4,Ni,4,Ce6,In2Ni,,,,,,,,
461325.cif,Ce2Cu2In,"Mo2FeB2,tP10,127",Ce1,Ce,Cu8,In4,In,4,Cu6,Ce2In,,,,,,,,
1415412.cif,Au2Gd2Sn,"Mo2FeB2,tP10,127",Sn1,Sn,Gd8,Au4,Au,4,Gd6,Sn2Au,,,,,,,,
1012426.cif,Gd2Ge2In,"Mo2FeB2,tP10,127",In1,In,Gd8,Ge4,Ge,4,Gd6,In2Ge,,,,,,,,
1144307.cif,Ce2Cu2In,"Mo2FeB2,tP10,127",In1,In,Ce8,Cu4,Cu,4,Ce6,In2Cu,,,,,,,,
1937499.cif,Cu2Gd2In,"Mo2FeB2,tP10,127",In1,In,Gd8,Cu4,Cu,4,Gd6,In2Cu,,,,,,,,
1634611.cif,Ce2PbPt2,"Mo2FeB2,tP10,127",Pb1,Pb,Ce8,Pt4,Pt,4,Ce6,Pb2Pt,,,,,,,,
555399.cif,Pd2SnU2,"Mo2FeB2,tP10,127",Sn1,Sn,U8,Pd4,Pd,4,U6,Sn2Pd,,,,,,,,
1232218.cif,Ce2InNi2,"Mo2FeB2,tP10,127",In1,In,Ce8,Ni4,Ni,4,Ce6,In2Ni,,,,,,,,
1231077.cif,Dy2InPt2,"Mo2FeB2,tP10,127",In1,In,Dy8,Pt4,Pt,4,Dy6,In2Pt,,,,,,,,
1930290.cif,Cu2InLa2,"Mo2FeB2,tP10,127",In1,In,La8,Cu4,Cu,4,La6,In2Cu,,,,,,,,
1012425.cif,Ge2InSm2,"Mo2FeB2,tP10,127",In1,In,Sm8,Ge4,Ge,4,Sm6,In2Ge,,,,,,,,
1234262.cif,Ge2InNd2,"Mo2FeB2,tP10,127",In1,In,Nd8,Ge4,Ge,4,Nd6,In2Ge,,,,,,,,
1935267.cif,InNi2U2,"Mo2FeB2,tP10,127",In1,In,U8,Ni4,Ni,4,U6,In2Ni,,,,,,,,
1606181.cif,InIr2U2,"Mo2FeB2,tP10,127",In1,In,U8,Ir4,Ir,4,U6,In2Ir,,,,,,,,
1217903.cif,CdHo2Pd2,"Mo2FeB2,tP10,127",Cd1,Cd,Ho8,Pd4,Pd,4,Ho6,Cd2Pd,,,,,,,,
1906705.cif,Ce2Ge2In,"Mo2FeB2,tP10,127",In1,In,Ce8,Ge4,Ge,4,Ce6,In2Ge,,,,,,,,
1833649.cif,InPd2Tb2,"Mo2FeB2,tP10,127",In1,In,Tb8,Pd4,Pd,4,Tb6,In2Pd,,,,,,,,
1818859.cif,Au2InNd2,"Mo2FeB2,tP10,127",In1,In,Nd8,Au4,Au,4,Nd6,In2Au,,,,,,,,
1217897.cif,CdCe2Pd2,"Mo2FeB2,tP10,127",Cd1,Cd,Ce8,Pd4,Pd,4,Ce6,Cd2Pd,,,,,,,,
1231096.cif,InLa2Rh2,"Mo2FeB2,tP10,127",In1,In,La8,Rh4,Rh,4,La6,In2Rh,,,,,,,,
536117.cif,Cu2InLa2,"Mo2FeB2,tP10,127",In1,In,La8,Cu4,Cu,4,La6,In2Cu,,,,,,,,
1320696.cif,Ge2MgNd2,"Mo2FeB2,tP10,127",Mg1,Mg,Nd8,Ge4,Ge,4,Nd6,Mg2Ge,,,,,,,,
1232216.cif,Ce2InPd2,"Mo2FeB2,tP10,127",In1,In,Ce8,Pd4,Pd,4,Ce6,In2Pd,,,,,,,,
1216192.cif,Ni2SnU2,"Mo2FeB2,tP10,127",Sn1,Sn,U8,Ni4,Ni,4,U6,Sn2Ni,,,,,,,,
1232100.cif,Rh2SnU2,"Mo2FeB2,tP10,127",Sn1,Sn,U8,Rh4,Rh,4,U6,Sn2Rh,,,,,,,,
1606143.cif,InNi2U2,"Mo2FeB2,tP10,127",In1,In,U8,Ni4,Ni,4,U6,In2Ni,,,,,,,,
1233884.cif,Pr2ScSi2,"Mo2FeB2,tP10,127",Sc1,Sc,Pr8,Si4,Si,4,Pr6,Sc2Si,,,,,,,,
1023678.cif,Hf2InNi2,"Mo2FeB2,tP10,127",In1,In,Hf8,Ni4,Ni,4,Hf6,In2Ni,,,,,,,,
1606147.cif,InPt2U2,"Mo2FeB2,tP10,127",In1,In,U8,Pt4,Pt,4,U6,In2Pt,,,,,,,,
1012424.cif,Ge2InNd2,"Mo2FeB2,tP10,127",In1,In,Nd8,Ge4,Ge,4,Nd6,In2Ge,,,,,,,,
1606142.cif,Cu2InYb2,"Mo2FeB2,tP10,127",In1,In,Yb8,Cu4,Cu,4,Yb6,In2Cu,,,,,,,,
1234106.cif,Cu2Gd2In,"Mo2FeB2,tP10,127",In1,In,Gd8,Cu4,Cu,4,Gd6,In2Cu,,,,,,,,
1521060.cif,Ho2MgSi2,"Mo2FeB2,tP10,127",Mg1,Mg,Ho8,Si4,Si,4,Ho6,Mg2Si,,,,,,,,
536110.cif,Cu2Er2In,"Mo2FeB2,tP10,127",In1,In,Er8,Cu4,Cu,4,Er6,In2Cu,,,,,,,,
1833653.cif,Nd2Pd2Sn,"Mo2FeB2,tP10,127",Sn1,Sn,Nd8,Pd4,Pd,4,Nd6,Sn2Pd,,,,,,,,
1231073.cif,InNd2Pt2,"Mo2FeB2,tP10,127",In1,In,Nd8,Pt4,Pt,4,Nd6,In2Pt,,,,,,,,
1954372.cif,Ce2Pd2Sn,"Mo2FeB2,tP10,127",Sn1,Sn,Ce8,Pd4,Pd,4,Ce6,Sn2Pd,,,,,,,,
1234174.cif,Ce2ScSi2,"Mo2FeB2,tP10,127",Sc1,Sc,Ce8,Si4,Si,4,Ce6,Sc2Si,,,,,,,,
1232098.cif,Co2SnU2,"Mo2FeB2,tP10,127",Sn1,Sn,U8,Co4,Co,4,U6,Sn2Co,,,,,,,,
1818863.cif,Au2Dy2In,"Mo2FeB2,tP10,127",In1,In,Dy8,Au4,Au,4,Dy6,In2Au,,,,,,,,
1006729.cif,Cu2InLa2,"Mo2FeB2,tP10,127",In1,In,La8,Cu4,Cu,4,La6,In2Cu,,,,,,,,
1606172.cif,Au2Ce2In,"Mo2FeB2,tP10,127",In1,In,Ce8,Au4,Au,4,Ce6,In2Au,,,,,,,,
1340192.cif,Lu2Ni2Sn,"Mo2FeB2,tP10,127",Sn1,Sn,Lu8,Ni4,Ni,4,Lu6,Sn2Ni,,,,,,,,
1222340.cif,CdCu2Dy2,"Mo2FeB2,tP10,127",Cd1,Cd,Dy8,Cu4,Cu,4,Dy6,Cd2Cu,,,,,,,,
1231100.cif,InRh2Sm2,"Mo2FeB2,tP10,127",In1,In,Sm8,Rh4,Rh,4,Sm6,In2Rh,,,,,,,,
1234130.cif,Cu2InTb2,"Mo2FeB2,tP10,127",In1,In,Tb8,Cu4,Cu,4,Tb6,In2Cu,,,,,,,,
536111.cif,Cu2InTm2,"Mo2FeB2,tP10,127",In1,In,Tm8,Cu4,Cu,4,Tm6,In2Cu,,,,,,,,
1217896.cif,CdLa2Pd2,"Mo2FeB2,tP10,127",Cd1,Cd,La8,Pd4,Pd,4,La6,Cd2Pd,,,,,,,,
1013496.cif,Ce2InPd2,"Mo2FeB2,tP10,127",In1,In,Ce8,Pd4,Pd,4,Ce6,In2Pd,,,,,,,,
1231059.cif,InNd2Pd2,"Mo2FeB2,tP10,127",In1,In,Nd8,Pd4,Pd,4,Nd6,In2Pd,,,,,,,,
1217905.cif,CdPd2Tm2,"Mo2FeB2,tP10,127",Cd1,Cd,Tm8,Pd4,Pd,4,Tm6,Cd2Pd,,,,,,,,
1606166.cif,Ce2Si2Y,"Mo2FeB2,tP10,127",Y1,Y,Ce8,Si4,Si,4,Ce6,Y2Si,,,,,,,,
536100.cif,InNi2Sm2,"Mo2FeB2,tP10,127",In1,In,Sm8,Ni4,Ni,4,Sm6,In2Ni,,,,,,,,
1415417.cif,Au2Ho2In,"Mo2FeB2,tP10,127",In1,In,Ho8,Au4,Au,4,Ho6,In2Au,,,,,,,,
1232101.cif,Pt2SnU2,"Mo2FeB2,tP10,127",Sn1,Sn,U8,Pt4,Pt,4,U6,Sn2Pt,,,,,,,,
1340224.cif,Ge2InPr2,"Mo2FeB2,tP10,127",In1,In,Pr8,Ge4,Ge,4,Pr6,In2Ge,,,,,,,,
536105.cif,Cu2InSm2,"Mo2FeB2,tP10,127",In1,In,Sm8,Cu4,Cu,4,Sm6,In2Cu,,,,,,,,
1929293.cif,InNd2Ni2,"Mo2FeB2,tP10,127",In1,In,Nd8,Ni4,Ni,4,Nd6,In2Ni,,,,,,,,
1943551.cif,Au2CdLa2,"Mo2FeB2,tP10,127",Cd1,Cd,La8,Au4,Au,4,La6,Cd2Au,,,,,,,,
1012429.cif,Ge2Ho2In,"Mo2FeB2,tP10,127",In1,In,Ho8,Ge4,Ge,4,Ho6,In2Ge,,,,,,,,
536106.cif,Cu2Gd2In,"Mo2FeB2,tP10,127",In1,In,Gd8,Cu4,Cu,4,Gd6,In2Cu,,,,,,,,
1415422.cif,CdLa2Rh2,"Mo2FeB2,tP10,127",Cd1,Cd,La8,Rh4,Rh,4,La6,Cd2Rh,,,,,,,,
1606169.cif,La2Si2Y,"Mo2FeB2,tP10,127",Y1,Y,La8,Si4,Si,4,La6,Y2Si,,,,,,,,
1415465.cif,Cu2MgSm2,"Mo2FeB2,tP10,127",Mg1,Mg,Sm8,Cu4,Cu,4,Sm6,Mg2Cu,,,,,,,,
1231078.cif,Ho2InPt2,"Mo2FeB2,tP10,127",In1,In,Ho8,Pt4,Pt,4,Ho6,In2Pt,,,,,,,,
1634612.cif,Nd2PbPt2,"Mo2FeB2,tP10,127",Pb1,Pb,Nd8,Pt4,Pt,4,Nd6,Pb2Pt,,,,,,,,
1231061.cif,Gd2InPd2,"Mo2FeB2,tP10,127",In1,In,Gd8,Pd4,Pd,4,Gd6,In2Pd,,,,,,,,
1232124.cif,Ru2SnU2,"Mo2FeB2,tP10,127",Sn1,Sn,U8,Ru4,Ru,4,U6,Sn2Ru,,,,,,,,
1521063.cif,MgSi2Yb2,"Mo2FeB2,tP10,127",Mg1,Mg,Yb8,Si4,Si,4,Yb6,Mg2Si,,,,,,,,
1818867.cif,Au2InY2,"Mo2FeB2,tP10,127",In1,In,Y8,Au4,Au,4,Y6,In2Au,,,,,,,,
1415418.cif,Au2Er2In,"Mo2FeB2,tP10,127",In1,In,Er8,Au4,Au,4,Er6,In2Au,,,,,,,,
1415467.cif,Cu2MgTb2,"Mo2FeB2,tP10,127",Mg1,Mg,Tb8,Cu4,Cu,4,Tb6,Mg2Cu,,,,,,,,
1818862.cif,Au2InTb2,"Mo2FeB2,tP10,127",In1,In,Tb8,Au4,Au,4,Tb6,In2Au,,,,,,,,
1941431.cif,Ce2MgNi2,"Mo2FeB2,tP10,127",Mg1,Mg,Ce8,Ni4,Ni,4,Ce6,Mg2Ni,,,,,,,,
1023677.cif,Cu2InZr2,"Mo2FeB2,tP10,127",In1,In,Cu8,Zr4,Zr,4,Cu6,In2Zr,,,,,,,,
1415456.cif,Au2CdCe2,"Mo2FeB2,tP10,127",Cd1,Cd,Ce8,Au4,Au,4,Ce6,Cd2Au,,,,,,,,
1222343.cif,CdCu2Tm2,"Mo2FeB2,tP10,127",Cd1,Cd,Tm8,Cu4,Cu,4,Tm6,Cd2Cu,,,,,,,,
1814136.cif,CdNi2Tb2,"Mo2FeB2,tP10,127",Cd1,Cd,Tb8,Ni4,Ni,4,Tb6,Cd2Ni,,,,,,,,
536101.cif,InNd2Ni2,"Mo2FeB2,tP10,127",In1,In,Nd8,Ni4,Ni,4,Nd6,In2Ni,,,,,,,,
1231056.cif,InLa2Pd2,"Mo2FeB2,tP10,127",In1,In,La8,Pd4,Pd,4,La6,In2Pd,,,,,,,,
